adc,ScatteringCross_section_m2,Water,Silica,Glass,PSL,Dust
10,8.67543990599124e-13,1.67816334272846,1.48102092839033,1.38636010081149,1.52251104674186,1.51576805692923
92,4.87815743814641e-12,4.12368567364132,3.87722365530984,3.75433715638035,3.81766355987308,4.43821763087158
208,1.05517081688231e-11,6.20990285517156,5.83975258952823,5.7068865355835,5.67083556880992,7.14832980747901
328,1.64208985798679e-11,7.76808640079804,7.28967086493664,7.20757618778814,7.1481035545691,9.68533312940745
451,2.24368187511888e-11,9.09443469142255,8.47434122582353,8.45502031975812,8.31639573243059,12.187854530675
578,2.86483786028779e-11,10.4062944581545,9.78449775945751,9.56899363883896,9.45893354760028,14.9124927063423
708,3.50066682148431e-11,11.5805501610122,10.8058410445315,10.5923322792634,10.4483288030028,17.8257355384435
842,4.15605975071765e-11,12.5629720000657,11.7977967549949,11.5766931163562,11.4794753415273,21.111530457577
979,4.8261256559786e-11,13.5990052769293,12.6826939316661,12.5292234836866,12.397955235873,24.8986116589205
1119,5.51086453726716e-11,14.5327064136015,13.6070956232044,13.3770157788017,13.2509035021621,29.269912516613
1263,6.21516738659254e-11,15.4927767679607,14.5560422117901,14.2160577765698,14.0567081703119,NaN
1411,6.93903420395473e-11,16.3714420292566,15.3221760845344,14.9867872968502,14.8890363537838,NaN
1562,7.67757399734453e-11,17.2268293591889,16.1286140086277,15.7504150202371,15.682731813373,NaN
1716,8.43078676676195e-11,18.0227749447656,16.8542060556639,16.6097247879481,16.4574111312796,NaN
1874,9.20356350421618e-11,18.8858613901778,17.6737301229695,17.3598220731725,17.1899345598848,NaN
4095,2.00664567566583e-10,28.0899155690314,26.2437300781044,25.7783295456881,25.4915590080597,NaN
